WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2025-01-11,Middle East,Iran,Bushehr,Protests,Peaceful protest,5,0,54851.0,Demonstrations,1331.0,28.7846,51.5038
2025-01-25,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,17310.0,Demonstrations,1331.0,28.7846,51.5038
2025-02-01,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,1599.0,Demonstrations,1331.0,28.7846,51.5038
2025-02-08,Middle East,Iran,Bushehr,Protests,Peaceful protest,1,0,708.0,Demonstrations,1331.0,28.7846,51.5038
2025-02-15,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,22355.0,Demonstrations,1331.0,28.7846,51.5038
2025-03-01,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,28993.0,Demonstrations,1331.0,28.7846,51.5038
2025-03-08,Middle East,Iran,Bushehr,Protests,Peaceful protest,1,0,9640.0,Demonstrations,1331.0,28.7846,51.5038
2025-03-22,Middle East,Iran,Bushehr,Protests,Peaceful protest,8,0,67152.0,Demonstrations,1331.0,28.7846,51.5038
2025-04-05,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,17310.0,Demonstrations,1331.0,28.7846,51.5038
2025-04-12,Middle East,Iran,Bushehr,Protests,Peaceful protest,1,0,16602.0,Demonstrations,1331.0,28.7846,51.5038
2025-04-19,Middle East,Iran,Bushehr,Protests,Peaceful protest,6,0,51102.0,Demonstrations,1331.0,28.7846,51.5038
2025-04-26,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,16602.0,Demonstrations,1331.0,28.7846,51.5038
2025-05-03,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,26521.0,Demonstrations,1331.0,28.7846,51.5038
2025-05-24,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,19961.0,Demonstrations,1331.0,28.7846,51.5038
2025-05-31,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,39520.0,Demonstrations,1331.0,28.7846,51.5038
2025-06-07,Middle East,Iran,Bushehr,Protests,Peaceful protest,7,0,53836.0,Demonstrations,1331.0,28.7846,51.5038
2025-06-14,Middle East,Iran,Bushehr,Protests,Peaceful protest,9,0,65842.0,Demonstrations,1331.0,28.7846,51.5038
2025-06-21,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,16602.0,Demonstrations,1331.0,28.7846,51.5038
2025-07-05,Middle East,Iran,Bushehr,Protests,Peaceful protest,1,0,9640.0,Demonstrations,1331.0,28.7846,51.5038
2025-07-19,Middle East,Iran,Bushehr,Protests,Peaceful protest,1,0,7748.0,Demonstrations,1331.0,28.7846,51.5038
2025-07-26,Middle East,Iran,Bushehr,Protests,Peaceful protest,5,0,22799.0,Demonstrations,1331.0,28.7846,51.5038
2025-08-02,Middle East,Iran,Bushehr,Protests,Peaceful protest,5,0,24586.0,Demonstrations,1331.0,28.7846,51.5038
2025-08-09,Middle East,Iran,Bushehr,Protests,Peaceful protest,5,0,24586.0,Demonstrations,1331.0,28.7846,51.5038
2025-08-16,Middle East,Iran,Bushehr,Protests,Peaceful protest,9,0,25477.0,Demonstrations,1331.0,28.7846,51.5038
2025-08-23,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,21245.0,Demonstrations,1331.0,28.7846,51.5038
2025-08-30,Middle East,Iran,Bushehr,Protests,Peaceful protest,6,0,20331.0,Demonstrations,1331.0,28.7846,51.5038
2025-09-06,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,13890.0,Demonstrations,1331.0,28.7846,51.5038
2025-09-13,Middle East,Iran,Bushehr,Protests,Peaceful protest,7,0,22136.0,Demonstrations,1331.0,28.7846,51.5038
2025-09-20,Middle East,Iran,Bushehr,Protests,Peaceful protest,9,0,32310.0,Demonstrations,1331.0,28.7846,51.5038
2025-09-27,Middle East,Iran,Bushehr,Protests,Peaceful protest,8,0,24725.0,Demonstrations,1331.0,28.7846,51.5038
2025-10-04,Middle East,Iran,Bushehr,Protests,Peaceful protest,7,0,22136.0,Demonstrations,1331.0,28.7846,51.5038
2025-10-11,Middle East,Iran,Bushehr,Protests,Peaceful protest,9,0,37077.0,Demonstrations,1331.0,28.7846,51.5038
2025-10-18,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,5525.0,Demonstrations,1331.0,28.7846,51.5038
2025-10-25,Middle East,Iran,Bushehr,Protests,Peaceful protest,9,0,25230.0,Demonstrations,1331.0,28.7846,51.5038
2025-11-01,Middle East,Iran,Bushehr,Protests,Peaceful protest,7,0,29098.0,Demonstrations,1331.0,28.7846,51.5038
2025-11-08,Middle East,Iran,Bushehr,Protests,Peaceful protest,8,0,30620.0,Demonstrations,1331.0,28.7846,51.5038
2025-11-15,Middle East,Iran,Bushehr,Protests,Peaceful protest,5,0,19033.0,Demonstrations,1331.0,28.7846,51.5038
2025-11-22,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,17493.0,Demonstrations,1331.0,28.7846,51.5038
2025-11-29,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,891.0,Demonstrations,1331.0,28.7846,51.5038
2025-12-06,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,20852.0,Demonstrations,1331.0,28.7846,51.5038
2025-12-13,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,17493.0,Demonstrations,1331.0,28.7846,51.5038
2025-12-20,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,15832.0,Demonstrations,1331.0,28.7846,51.5038
2025-12-27,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,26265.0,Demonstrations,1331.0,28.7846,51.5038
2026-01-03,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,31972.0,Demonstrations,1331.0,28.7846,51.5038
2026-01-31,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,1801.0,Demonstrations,1331.0,28.7846,51.5038
2026-02-07,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,1801.0,Demonstrations,1331.0,28.7846,51.5038
2026-02-14,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,18544.0,Demonstrations,1331.0,28.7846,51.5038
2026-02-21,Middle East,Iran,Bushehr,Protests,Peaceful protest,1,0,16743.0,Demonstrations,1331.0,28.7846,51.5038
2026-02-28,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,17904.0,Demonstrations,1331.0,28.7846,51.5038
2026-03-07,Middle East,Iran,Bushehr,Protests,Peaceful protest,3,0,7899.0,Demonstrations,1331.0,28.7846,51.5038
2026-03-14,Middle East,Iran,Bushehr,Protests,Peaceful protest,6,0,23856.0,Demonstrations,1331.0,28.7846,51.5038
2026-03-21,Middle East,Iran,Bushehr,Protests,Peaceful protest,2,0,7899.0,Demonstrations,1331.0,28.7846,51.5038
2026-03-28,Middle East,Iran,Bushehr,Protests,Peaceful protest,7,0,15012.0,Demonstrations,1331.0,28.7846,51.5038
2026-04-04,Middle East,Iran,Bushehr,Protests,Peaceful protest,4,0,7899.0,Demonstrations,1331.0,28.7846,51.5038
2019-01-19,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,3158.0,Demonstrations,1331.0,28.7846,51.5038
2019-11-16,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,15633.0,Demonstrations,1331.0,28.7846,51.5038
2022-01-08,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,16048.0,Demonstrations,1331.0,28.7846,51.5038
2022-04-30,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,16048.0,Demonstrations,1331.0,28.7846,51.5038
2024-04-27,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,16440.0,Demonstrations,1331.0,28.7846,51.5038
2025-05-31,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,16602.0,Demonstrations,1331.0,28.7846,51.5038
2025-12-27,Middle East,Iran,Bushehr,Protests,Protest with intervention,1,0,15058.0,Demonstrations,1331.0,28.7846,51.5038
2026-01-03,Middle East,Iran,Bushehr,Protests,Protest with intervention,2,0,26457.0,Demonstrations,1331.0,28.7846,51.5038
2016-07-02,Middle East,Iran,Bushehr,Riots,Mob violence,1,0,6809.0,Political violence,1331.0,28.7846,51.5038
2021-06-19,Middle East,Iran,Bushehr,Riots,Mob violence,1,0,11372.0,Political violence,1331.0,28.7846,51.5038
2018-07-21,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,50095.0,Demonstrations,1331.0,28.7846,51.5038
2018-09-01,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,3885.0,Demonstrations,1331.0,28.7846,51.5038
2019-11-16,Middle East,Iran,Bushehr,Riots,Violent demonstration,4,0,160172.0,Demonstrations,1331.0,28.7846,51.5038
2021-07-17,Middle East,Iran,Bushehr,Riots,Violent demonstration,2,0,36628.0,Demonstrations,1331.0,28.7846,51.5038
2022-10-08,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,4401.0,Demonstrations,1331.0,28.7846,51.5038
2022-11-19,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,51938.0,Demonstrations,1331.0,28.7846,51.5038
2022-11-26,Middle East,Iran,Bushehr,Riots,Violent demonstration,2,0,116965.0,Demonstrations,1331.0,28.7846,51.5038
2022-12-03,Middle East,Iran,Bushehr,Riots,Violent demonstration,2,0,65027.0,Demonstrations,1331.0,28.7846,51.5038
2022-12-10,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,65027.0,Demonstrations,1331.0,28.7846,51.5038
2022-12-24,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,65027.0,Demonstrations,1331.0,28.7846,51.5038
2023-01-07,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,65848.0,Demonstrations,1331.0,28.7846,51.5038
2023-01-14,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,65848.0,Demonstrations,1331.0,28.7846,51.5038
2023-02-04,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,23867.0,Demonstrations,1331.0,28.7846,51.5038
2023-03-04,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,23867.0,Demonstrations,1331.0,28.7846,51.5038
2023-03-18,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,65848.0,Demonstrations,1331.0,28.7846,51.5038
2026-01-03,Middle East,Iran,Bushehr,Riots,Violent demonstration,2,4,,Demonstrations,1331.0,28.7846,51.5038
2026-01-10,Middle East,Iran,Bushehr,Riots,Violent demonstration,1,0,67804.0,Demonstrations,1331.0,28.7846,51.5038
2017-07-01,Middle East,Iran,Bushehr,Strategic developments,Arrests,1,0,,Strategic developments,1331.0,28.7846,51.5038
2017-07-15,Middle East,Iran,Bushehr,Strategic developments,Arrests,1,0,,Strategic developments,1331.0,28.7846,51.5038
2019-11-16,Middle East,Iran,Bushehr,Strategic developments,Arrests,1,0,,Strategic developments,1331.0,28.7846,51.5038
2025-06-14,Middle East,Iran,Bushehr,Strategic developments,Arrests,2,0,,Strategic developments,1331.0,28.7846,51.5038
2026-02-07,Middle East,Iran,Bushehr,Strategic developments,Arrests,1,0,,Strategic developments,1331.0,28.7846,51.5038
2020-10-10,Middle East,Iran,Bushehr,Strategic developments,Change to group/activity,1,0,,Strategic developments,1331.0,28.7846,51.5038
2025-06-14,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1331.0,28.7846,51.5038
2025-06-21,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1331.0,28.7846,51.5038
2025-06-28,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1331.0,28.7846,51.5038
2026-02-28,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,1331.0,28.7846,51.5038
2026-03-07,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1331.0,28.7846,51.5038
2026-03-14,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1331.0,28.7846,51.5038
2026-03-21,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1331.0,28.7846,51.5038
2026-03-28,Middle East,Iran,Bushehr,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,1331.0,28.7846,51.5038
2020-07-04,Middle East,Iran,Bushehr,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1331.0,28.7846,51.5038
2026-02-28,Middle East,Iran,Bushehr,Strategic developments,Looting/property destruction,2,0,,Strategic developments,1331.0,28.7846,51.5038
2026-03-28,Middle East,Iran,Bushehr,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1331.0,28.7846,51.5038
2023-03-04,Middle East,Iran,Bushehr,Strategic developments,Other,2,0,,Strategic developments,1331.0,28.7846,51.5038
2023-04-08,Middle East,Iran,Bushehr,Strategic developments,Other,1,0,,Strategic developments,1331.0,28.7846,51.5038
2024-01-27,Middle East,Iran,Bushehr,Strategic developments,Other,1,0,,Strategic developments,1331.0,28.7846,51.5038
2017-06-17,Middle East,Iran,Bushehr,Violence against civilians,Attack,1,1,97365.0,Political violence,1331.0,28.7846,51.5038
2023-02-18,Middle East,Iran,Bushehr,Violence against civilians,Attack,1,0,65848.0,Political violence,1331.0,28.7846,51.5038
2025-06-14,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Air/drone strike,1,0,151346.0,Political violence,1332.0,31.979,50.8101
2026-02-28,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Air/drone strike,1,0,152664.0,Political violence,1332.0,31.979,50.8101
2026-03-07,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Air/drone strike,2,0,152664.0,Political violence,1332.0,31.979,50.8101
2026-03-21,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Air/drone strike,2,0,152664.0,Political violence,1332.0,31.979,50.8101
2026-03-28,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Air/drone strike,5,0,209804.0,Political violence,1332.0,31.979,50.8101
2026-04-04,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Air/drone strike,2,0,152664.0,Political violence,1332.0,31.979,50.8101
2024-02-10,Middle East,Iran,Chaharmahal and Bakhtiari,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,56078.0,Political violence,1332.0,31.979,50.8101
2025-12-27,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Excessive force against protesters,2,3,9857.0,Political violence; Demonstrations,1332.0,31.979,50.8101
2026-01-03,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Excessive force against protesters,2,2,19216.0,Political violence; Demonstrations,1332.0,31.979,50.8101
2016-01-02,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,19788.0,Demonstrations,1332.0,31.979,50.8101
2016-05-14,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8173.0,Demonstrations,1332.0,31.979,50.8101
2016-05-28,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,840.0,Demonstrations,1332.0,31.979,50.8101
2016-09-03,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,4704.0,Demonstrations,1332.0,31.979,50.8101
2016-10-08,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,19788.0,Demonstrations,1332.0,31.979,50.8101
2016-11-05,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,19788.0,Demonstrations,1332.0,31.979,50.8101
2016-12-03,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8328.0,Demonstrations,1332.0,31.979,50.8101
2016-12-10,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,4998.0,Demonstrations,1332.0,31.979,50.8101
2017-01-14,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,12535.0,Demonstrations,1332.0,31.979,50.8101
2017-02-11,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-03-04,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,29201.0,Demonstrations,1332.0,31.979,50.8101
2017-04-08,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,12535.0,Demonstrations,1332.0,31.979,50.8101
2017-04-15,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,15799.0,Demonstrations,1332.0,31.979,50.8101
2017-05-06,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-06-03,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,12535.0,Demonstrations,1332.0,31.979,50.8101
2017-06-10,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-06-17,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,12535.0,Demonstrations,1332.0,31.979,50.8101
2017-06-24,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,4,0,32624.0,Demonstrations,1332.0,31.979,50.8101
2017-07-01,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,28554.0,Demonstrations,1332.0,31.979,50.8101
2017-07-15,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8456.0,Demonstrations,1332.0,31.979,50.8101
2017-07-29,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,12535.0,Demonstrations,1332.0,31.979,50.8101
2017-08-12,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8456.0,Demonstrations,1332.0,31.979,50.8101
2017-08-19,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-09-09,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8456.0,Demonstrations,1332.0,31.979,50.8101
2017-09-30,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-10-07,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-10-21,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,32624.0,Demonstrations,1332.0,31.979,50.8101
2017-10-28,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,12535.0,Demonstrations,1332.0,31.979,50.8101
2017-11-04,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2017-11-25,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,28554.0,Demonstrations,1332.0,31.979,50.8101
2017-12-30,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20089.0,Demonstrations,1332.0,31.979,50.8101
2018-01-06,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-01-13,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-01-20,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-01-27,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-02-10,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-02-24,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-04-14,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,28950.0,Demonstrations,1332.0,31.979,50.8101
2018-05-05,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,29805.0,Demonstrations,1332.0,31.979,50.8101
2018-05-12,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,12704.0,Demonstrations,1332.0,31.979,50.8101
2018-05-19,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8572.0,Demonstrations,1332.0,31.979,50.8101
2018-10-13,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,9233.0,Demonstrations,1332.0,31.979,50.8101
2018-11-10,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-12-01,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20368.0,Demonstrations,1332.0,31.979,50.8101
2018-12-22,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8572.0,Demonstrations,1332.0,31.979,50.8101
2019-01-19,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,9334.0,Demonstrations,1332.0,31.979,50.8101
2019-03-02,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20609.0,Demonstrations,1332.0,31.979,50.8101
2019-05-04,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20609.0,Demonstrations,1332.0,31.979,50.8101
2019-05-25,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20609.0,Demonstrations,1332.0,31.979,50.8101
2019-06-08,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,9334.0,Demonstrations,1332.0,31.979,50.8101
2019-07-13,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,8673.0,Demonstrations,1332.0,31.979,50.8101
2019-09-28,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,9334.0,Demonstrations,1332.0,31.979,50.8101
2019-12-21,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20609.0,Demonstrations,1332.0,31.979,50.8101
2020-02-22,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-04-25,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8591.0,Demonstrations,1332.0,31.979,50.8101
2020-05-23,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,11253.0,Demonstrations,1332.0,31.979,50.8101
2020-07-04,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,9420.0,Demonstrations,1332.0,31.979,50.8101
2020-08-22,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,5042.0,Demonstrations,1332.0,31.979,50.8101
2020-08-29,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,25852.0,Demonstrations,1332.0,31.979,50.8101
2020-09-12,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-09-26,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,8756.0,Demonstrations,1332.0,31.979,50.8101
2020-10-17,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-10-24,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-10-31,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-11-07,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,11253.0,Demonstrations,1332.0,31.979,50.8101
2020-11-28,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-12-05,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20810.0,Demonstrations,1332.0,31.979,50.8101
2020-12-12,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,23846.0,Demonstrations,1332.0,31.979,50.8101
2021-01-23,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-02-13,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-03-13,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-04-10,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,4,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-04-17,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-04-24,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-05-01,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,6,0,25991.0,Demonstrations,1332.0,31.979,50.8101
2021-05-08,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-05-15,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-05-22,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,9465.0,Demonstrations,1332.0,31.979,50.8101
2021-06-19,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-07-03,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,890.0,Demonstrations,1332.0,31.979,50.8101
2021-07-10,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,2,0,22873.0,Demonstrations,1332.0,31.979,50.8101
2021-07-17,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,4,0,44337.0,Demonstrations,1332.0,31.979,50.8101
2021-07-24,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-08-21,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-09-18,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,30388.0,Demonstrations,1332.0,31.979,50.8101
2021-09-25,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,26509.0,Demonstrations,1332.0,31.979,50.8101
2021-10-09,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,3,0,20923.0,Demonstrations,1332.0,31.979,50.8101
2021-10-16,Middle East,Iran,Chaharmahal and Bakhtiari,Protests,Peaceful protest,1,0,20923.0,Demonstrations,1332.0,31.979,50.8101
